University,Programme,Tuition fee,Duration,Apply date,Start date,Campus location,Taught in,Overview,Programme structure,Tuition Fees,Living costs,TOEFL,IELTS,Category
Hong Kong Baptist University,Public Administration,"164,843 CNY / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Public Administration Programme from Hong Kong Baptist University provides a local, natonal and global understanding of public administraton by linking up different levels of learning opportunites in Hong Kong, Mainland China and overseas government and Non-governmental organizaton (&ldquo;NGOs&rdquo;).

With this unique combinaton of learning opportunites, our students will be equipped to prepare the rapid and significant challenges posed by the 21st century world. As we witness the technological innovatons that have been strongly influencing our daily lives in the past decades in Hong Kong and the world, public administraton and policy changes become normal and more frequent.

Programme Aims
The Programme is designed to accomplish the following objectives:?To provide students with a solid foundation in public administration, such as in the mainland China and also from a comparative and global perspective;
?To illustrate the relation to law, ethics and other aspects of the public affairs;
?To develop students&rsquo; ability in the management of human resources, finance, sport and public amenities;
?To enable students to become reflective and critical administrators with the ability to assess and respond to the changing needs of the society.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Public Administration and the Media  
?Economics of Public Policy
?Finance and Accounting for the Public Sector
?Managing People in the Public Sector  
?Globalisation and World Trade Organisation
?Law and Public Affairs
?Public Administration  
?Research Methods for Public Administration Practitioners",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6.5,Social Sciences
Hong Kong Baptist University,Global Society,"164,843 CNY / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
As a student in Master of Arts in Global Society at Hong Kong Baptist University you will pursue and enhance your careers in urban, housing, land-use, and transport planning; cultural and leisure industries; environmental health research, consulting, and management; social, educational, community, and international development; politics, government, and leadership in civil society.

The programme will also be suitable for students wishing to pursue further academic development in Ph.D. programmes.

Programme Objectives
?To provide a rigorous and broad-based curriculum to appreciate and comprehend the nature of interdependent global society as a set of complex, multi-faceted connections and interrelated processes;
?To introduce students to key concepts, debates, and perspectives on global studies and global society, with critical and reflective appraisal of those from different canons and western and non-western perspectives;
?To equip students with a broad range of research methods including quantitative, qualitative, ethnographic, and interpretive, and the ability to discern between these methods;
?To empower students with the competencies for appreciating the ethical and value issues associated with global society, and for translating their own perspectives into professional practice;
?To prepare students for career paths in one of five areas of specialism, where specific knowledge combined with generic critical and analytical skills and a whole person outlook are important.
    I want to find another Master Course","Programme Structure
 
Courses include: 
?Concepts, Theories and Institutions of Global Studies
?Research Methods for Global Studies
?Debating Global Society
?Globalizations
?Overseas Field Studies
? Urban Planning
? Urban Cultural Landscape
? Urban Development in China
? Sociological Issues in Urban and Regional Development
? Managing Change in Schools
? Socio-cultural Context of Human Development",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6.5,Social Sciences
The Hong Kong University of Science and Technology,Environmental Engineering and Management,210000 HKD / year,1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
In Hong Kong, as in other densely-populated cities, environmental issues such as the deterioration of air and water quality, and increased constraints on solid waste management, have posed great challenges to environmental engineers

The  Environmental Engineering and Management   MSc programme from the Hong Kong University of Science and Technology seeks to meet the needs of practicing engineers who may be engaged in the design, commissioning and management of environmental facilities and infrastructure systems.

The MSc programme is designed for those who wish to strengthen their environmental engineering knowledge and well prepare themselves for advanced engineering practices with management responsibilities. The programme is designed to meet the students&rsquo; needs at different career development stages by offering them not only various advanced environmental engineering and management courses but also enabling them to take several electives from other related programmes.

Curriculum

MSc students are required to take a minimum of 30 credits of courses, including 18 credits of foundation courses, and at least 3 management related courses, while PGD students are required to complete a minimum of 15 credits, with at least 9 credits of foundation courses and at least 2 management related courses. The Independent Project is optional. 
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?Global Warming and Air Pollution Meteorology
?Risk Assessment and Contaminated Land Cleanup
?Design and Management of Physico/Chemical Processes of Environmental Engineering
?Industrial Wastewater Treatment
?Wastewater Treatment and Reuse
?Carbon Management for Sustainable Environment
?Sustainable Engineering
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in  and the most likely applicable fee is shown based on your nationality.,,80,6.5,Engineering&Technology
The Hong Kong University of Science and Technology,Financial Technology,395000 HKD / year,1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The  Financial Technology   MSc program from Hong Kong University of Science and Technology is designed for talents and working professionals who want to combine technical and financial knowledge to generate innovative solutions that meet the challenges of this emerging field. In view of the multi-disciplinary nature of FinTech, the MScFinTech program, jointly run by the School of Business and Management, School of Engineering, and School of Science, draws expertise from timely areas such as information technology, blockchain, data science, machine learning, and decision analytics.

Key Facts

FinTech is an emerging but important area that has been developing rapidly in recent years.

Students are required to complete a total of 30 credits of coursework, made up of at least 16 credits of core courses and 14 credits of elective courses*.  Subject to the decision of the Program Director, promising students who do not have a strong mathematics background may be required to take the required course - Mathematical Foundation of FinTech (2 credits) on top of the graduation requirement of 30 credits. Students are required to attend at least six enrichment activities recognized by the program as part of the graduation requirement.

* The electives offered in a particular year will be announced at the beginning of each academic year. Students have to take at least ONE elective course from each of SBM, SENG and SSCI. The offering of elective courses is subject to availability.
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?AI for FinTech
?Blockchain
?Corporate Finance
?Data Analysis
?Financial Data Mining
?FinTech Regulation and Compliance
?Foundations of FinTech
?Investment Analysis 
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in  and the most likely applicable fee is shown based on your nationality.,,80,6.5,Engineering&Technology
The Hong Kong University of Science and Technology,Integrated Circuits,"208,662 CNY / year",1 year,Unknown,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Students of this  Integrated Circuits   MSc programme offered at  The Hong Kong University of Science and Technology   are required to complete a total of 25 credits of courses, including 4 credits of Guided Chip Design Project.  Subject to prior approval of the Programme Director, students may take a maximum of 9 credits of courses offered by other MSc programmes.

Career opportunities:

This programme enables students to take up technically challenging positions in the IC related field as well as other highly intellectual and management positions. 

 Some students also found their startup companies after graduation.  
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?CMOS VLSI Design
?Digital VLSI System Design and Design Automation
?Embedded Systems
?Analog IC Analysis and Design
?Advanced Analog IC Analysis and Design
?Semiconductor Devices for Integrated Circuit Designs
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6.5,Engineering&Technology
The University of Hong Kong,Global Management,"185,187 CNY / year",2 years,Anytime,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The  Global Management   programme from  The University of Hong Kong   is designed to help students develop global management problem solving skills and enhance their ability to manage and work with people from a widening spread of backgrounds in a global context. There is a strong industry demand for global management skills, due to rapid globalisation, and these skills are becoming an important competence for future leaders.

Key Facts

Companies are starting to grow and leverage talents over the globe, which means that having the means and ability to work with people from different nationalities is becoming essential. 
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?Dynamics of Multinational Corporations
?Entrepreneurship in Multinational Corporations
?Global Management from Economics Perspectives
?Issues in Current Global Management and Executive Leadership
?Managing Across Cultures
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Business
The University of Hong Kong,Marketing,"173,016 CNY / year",2 years,Anytime,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The  Marketing   programme from  The University of Hong Kong   offers a comprehensive curriculum that combines marketing insights, analytical tools and decisions framework, and students will learn the best practices in top global firms, as well as local firms in Hong Kong, Mainland China and beyond. 

Key Facts

The focus is on learning how to understand the data and translate it into marketing decisions. Plenty of real-world business cases will be used to illustrate the marketing concepts and theories, and students will be required to apply the learned theories and concepts in exercises and projects. The school boasts a strong teaching faculty, many of whom are leaders in the latest marketing technological and digital-cultural trends, and students will have access to senior business practitioners, allowing them to gain an in-depth understanding of real world business.
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses include:
?Applied Marketing Research and Metrics
?Consumer Insights
?Marketing Management
?Digital Marketing
?Acting on Consumer Insights: Learning Through Case Analysis and Experiential Learning Projects 
?China Marketing 
?Digital Transformation for Marketing Organizations
?Independent Study Project
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Business
The University of Hong Kong,Medicine,"42,602 CNY / year",2 years,Anytime,Anytime,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Key facts

The LKS Faculty of  Medicine   (HKUMed) at  The University of Hong Kong  , which offers the Master's in Medicine is a hub of innovative and multidisciplinary research, and we take great pride in fostering a collaborative environment that encourages breakthrough discoveries through its teaching schools and departments as well as research centres, institutes and units, including (but not limited to):
?School of Biomedical SciencesSchool of Biomedical EngineeringSchool of Chinese Medicine
?School of Clinical Medicine

(Departments of Anaesthesiology, Clinical Oncology, Diagnostic Radiology, Emergency Medicine, Family Medicine & Primary Care, Medicine, Microbiology, Obstetrics & Gynaecology, Ophthalmology, Orthopaedics & Traumatology, Paediatrics & Adolescent Medicine, Pathology, Psychiatry, Surgery; and Medical Ethics & Humanities Unit)
?Medical Ethics & Humanities UnitSchool of NursingSchool of Public HealthDepartment of Pharmacology and PharmacyBau Institute of Medical and Health Sciences Education 

With access to state-of-the-art facilities and a diverse array of research areas, our students acquire the skills and expertise to become research leaders and make impactful contributions in their fields and beyond.  Discover how to embark on your postgraduate journey today and dive into endless possibilities at HKUMed! 
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Research component:
?MPhil and PhD candidates are required to undertake research studies in a chosen field of study under supervision of at least one supervisor.? The result of the research, presented in the form of a thesis, must be submitted for examination by the end of the prescribed period of study. A successful MPhil thesis should represent the result of the candidate&#039;s research which displays some originality and demonstrates a sound understanding of the field of study and the appropriate research methods. A successful PhD thesis should represent the result of the candidate&#039;s research which should be an original contribution to knowledge and worthy of publication. 
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,85,6.5,Medicine&Health
The University of Hong Kong,Financial Technology,"200,837 CNY / year",2 years,Anytime,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Our innovative curriculum of this  Financial Technology   programme from  The University of Hong Kong   balances quantitative skills and visionary thinking, and applies techniques of big data, AI and natural language processing to analyse real-world financial projects. Students will also cover the legal aspects of FinTech, from cybersecurity to data protection and smart contracts.

Key Facts

Our faculty members are involved in cutting-edge research and have accumulated experience to nurture the FinTech talents and ensure all students are taught the most up-to-date technological advancements. 
   Visit the programme website for more information    
Get more details
  Visit programme website","Programme Structure
 
Courses included
?Advanced Financial Programming and Databases
?Derivative Securities
?Machine Learning and Artificial Intelligence in Finance
?Mathematical Techniques in Finance
?Quantitative Trading
 
Check out the full curriculum
  Visit programme website",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Engineering&Technology
The Hong Kong Polytechnic University,Master of Business Administration (Full-time),"12,980 HKD/credit
440,120 CNY / year",1 year,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
On completion of the Master of Business Administration (Full-time) from The Hong Kong Polytechnic University, students will be able to strengthen their knowledge, skills and intellectual abilities as defined in the broad learning outcomes which are underpinned by specific learning objectives below:

Critical and Creative Thinking
?Learning Objective A: To analyse business cases and solve business problems by applying concepts and techniques in a critical manner.
?Leaning Objective B: To be able to integrate concepts and provide creative solutions to business problems.

Effective Communication
?Learning Objective: To communicate reasoned arguments effectively, both in speech and in writing.

Leadership Capabilities
?Learning Objective: To demonstrate the understanding of human behaviours and the ability to influence others in achieving common goals.

Global Outlook
?Learning Objective: To adopt a global outlook and an understanding of cultural diversity, globalization, and their implications for business.

Ethics, Responsibility and Sustainability
?Learning Objective: To develop an understanding of issues surrounding ethics, social responsibility, and sustainable development pertaining to the context of general management.
    I want to find another Master Course","Programme Structure
 
The default option is to study for the MBA generic award. Students can also opt to graduate with a specialism in Aviation, Fashion, or Innovation and Design upon completion of designated speciality electives.

 

The awards available are:

&bull; Master of Business Administration

&bull; Master of Business Administration (Aviation)

&bull; Master of Business Administration (Fashion)

&bull; Master of Business Administration (Innovation and Design)

Core Management Subjects
?Accounting for Managers  
?Business Analytics
?Ethics, Responsibility and Sustainability 
?Financial Management

Elective Subjects

All students complete a total of 9 credits of electives. Those who choose to graduate with a specialism complete 9 credits of required Speciality Electives. Those who do not pursue a specialism can complete 9 credits of any Speciality Electives or General Electives. For details of the Elective Subjects, please visit programme website.",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Business
The Hong Kong Polytechnic University,Business Management,"9,600 HKD/credit
300,473 CNY / year",1 year,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
On completion of the Business Management programme from The Hong Kong Polytechnic University, students will be able to develop their knowledge, skills and intellectual abilities as defined in the broad learning outcomes which are underpinned by specific learning objectives below:

Application of Concepts

Learning Objective: Apply conceptual frameworks to the resolution of business issues, including those concerning the scope and direction of the organization.

Critical, Creative and Design Thinking

Learning Objective: Demonstrate the ability to think critically and creatively within the domain of general management&#039;s responsibilities, and to apply methods associated with Design Thinking.

Effective Communication

Learning Objective: Present reasoned arguments effectively, both verbally and in writing.

Self Knowledge and Reflection

Learning Objective: Illustrate the ability and self-knowledge required to prepare themselves for new settings and reflect effectively on their performance in those settings.

Global Outlook

Learning Objective: Demonstrate a global outlook and an understanding of cultural diversity, as evidenced by an understanding of globalization, the dimensions along which cultures vary and the implications of both for business.

Ethical Thinking

Learning Objective: Identify and resolve ethical issues as they arise in the context of general management and corporate social responsibility.
    I want to find another Master Course","Programme Structure
 
Academic Curriculum

Semester 1 (six 3-credit subjects)
?Accounting for ManagersContemporary Issues in Operations Management Financial ManagementGlobal Economic Environment for ManagementOrganization and ManagementMarketing Management

Semester 2 (six 3-credit subjects)
?Cross-cultural ManagementEthics, Responsibility and SustainabilityManagerial Thinking and Skills Workshop Strategic ManagementElective subject 1Elective subject 2

Electives (any two 3-credit subjects)
?Accounting for Business AnalysisBusiness AnalyticsCorporate GovernanceEntrepreneurshipRisk Management in Operations
?Total Quality Management

Summer Term (6 credits)

International Experience

During the summer, students take a three- to four-week course outside Greater China to increase their exposure to other cultures. Available courses are offered by AACSB or EQUIS accredited business schools and credits attained are recognized by way of credit transfer.",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Business
The Hong Kong Polytechnic University,China Business Studies,"303,864 CNY / year",1 year,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
On completion of the China Business Studies programme at The Hong Kong Polytechnic University, students will be able to strengthen their knowledge, skills and intellectual abilities as defined in the broad learning outcomes which are underpinned by specific learning objectives below:

Chinese Business Environment
Learning Objective: Evaluate developments in the Chinese business environment, and their impact on both domestic and foreign business organizations.
Business Ethics in China
Learning Objective: Identify and analyse ethical issues related to doing business in China.
Cultural Impact on China Business
Learning Objective: Evaluate and be able to communicate the impact of culture on business and management practice, with particular emphasis on Sino-foreign business activities.
Chinese Language
Learning Objective: Demonstrate a basic understanding of Chinese language.    I want to find another Master Course","Programme Structure
 
Compulsory Subjects
?Business and Culture (7 subjects for 24 credits)
?Language (2 subjects for 6 credits)
?China Immersion Experience
?Chinese I (for Non-Chinese speaking students) 
?Chinese II (for Non-Chinese speaking students) 
?Chinese Economy and Business Strategies
?Cross-cultural Management
?Essentials of Chinese Culture
?Foreign Trade and Investment in China
?Managerial Economics with an Application to China Business

The Legal System and Economic Law in China

 

Electives (4 subjects chosen from the following for 12 credits)
?Chinese III (for Non-Chinese speaking students)
?Chinese Customs and Etiquette
?Chinese Society and Culture Through Film
?Encounters Between China and the West
?Human Resource Management in China
?Investments
?Key Issues in China Business
?Marketing in China",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Business
The Hong Kong Polytechnic University,Global Hospitality Business,"319,136 CNY / year",1? years,27-Apr,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Key Facts 
?Students in the Global Hospitality Business programme at The Hong Kong Polytechnic University will join a talented cohort from across the globe to develop their hospitable attitude and construct their management toolbox while enjoying exceptional proximity to buoyant markets and industry leaders.
?A particular high point will be the completion of a real-life business consulting project assigned by the School&#039;s industry partners. A multi-cultural team of three to four students will be formed for each project.
?Students will experience three world-class campuses and research centres and access three outstanding alumni networks, while gaining exposure to the latest trends in the hospitality and service industries, allowing them to refine their career plans and shape their global perspectives.
?Upon graduation, students of this exceptional programme will receive an MSc in Global Hospitality Business degree awarded by their home institution and a &quot;Certificate of Completion&quot; issued by the other two partner institutions.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Hospitality Business Strategies in Europe, Middle East and Africa
?Hospitality Real Estate Finance and Investments
?Advanced Corporate Finance and Concepts of International Finance
?Business Research Methods and Project Management Tools
?Marketing Management in the Hospitality and Tourism Industry",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,100,7,Business
The University of Hong Kong,Architecture (Design),"209,966 CNY / year",3 years,27-Jan,27-Aug,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Built on the existing two-year UGC-funded MArch curriculum, the three-year MArch (Design) offers a path for qualified students from undergraduate programmes outside of architecture to pursue an architectural education. The programme in Architecture (Design) from The University of Hong Kong operates on a self-funding model.

MArch (Design) is Professionally Accredited by:
?Hong Kong Institute of Architects (HKIA)Architects Registration Board, HKSAR (ARB)

Course Curriculum &amp; Aims
Through a multidisciplinary curriculum emphasising current design and production technologies alongside an understanding of the historical and theoretical culture of architecture, the programme enables students to acquire broad expertise, skills and knowledge to confront the complexities of contemporary architectural discourse, design and practice.    I want to find another Master Course","Programme Structure
 
Courses include:
?Advanced Structural Systems
?Architecture and Its Discourses
?Design and Construction Communication
?Design and Technology of Sustainable Buildings
?Digital Media and Methods
?History of Modern Architecture",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Art
The University of Hong Kong,Urban Analytics,"198,055 CNY / year",1 year,27-Jan,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Urban Analytics programme from The University of Hong Kong is therefore designed to train and upskill students and professionals to apply novel urban sciences and analytics in planning and managing the development of cities. 

Aiming to bridge the disciplines of social science, urban planning and design, and data science, the programme provides a balance between analytical and practical skills on the one hand, and on the other, between domain knowledge and urban theory from social, economic, behavioural, environmental and management sciences.

Programme Aims
?Equip urban professionals with cutting-edge analytics and modelling skillsDevelop a good understanding of urban sciences underlying smart city development techniquesSupport urban policy makers and planning/design/surveying practitioners with urban analytics
    I want to find another Master Course","Programme Structure
 
Courses include:
?Geographic Information System (GIS) for Urban and Regional Planning DevelopmentUrban Big Data AnalyticsProgramming and AI for Future CitiesSpatial Mobilities AnalyticsSpatial Planning AnalyticsScience of Cities",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Compliance and Regulation,"30,890 USD / year",1 year,27-Feb,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The area of compliance and regulation continues to undergo significant development and change in response to a growing body of legal and regulatory requirements, and societal expectations, that affect how businesses in highly regulated sectors, such as financial services, is now undertaken. 

This is reinforced by the consequences for non-compliance, including legal and reputational liabilities that are of increasing concern to senior management and stakeholders in regulated businesses.

What you&#039;ll study
Teaching is provided by a blend of academic staff and professional and industry practitioners who bring complementary perspectives to the topics covered by the programme.Students of the Compliance and Regulation programme at The University of Hong Kong have the opportunity to study the current issues impacting on various areas of the financial services sector and the compliance task. This ranges from high level concerns (such as policy making, international developments, new technologies, and ethics and culture), to industry and product specific topics (such as banking and securities, wealth management, data management, money laundering, and sustainable finance).The LLM(CR) programme builds students&#039; understanding of and expertise in an area of increasing complexity, and develops a more holistic awareness of the legal, commercial, policy, technology and other factors that influence the shape of regulation and the compliance task.    I want to find another Master Course","Programme Structure
 
Courses include:
?Compliance: law in practice
?Compliance: regulation in practice
?Business and human rights
?Company law and securities regulation in the People&rsquo;s Republic of China
?Compliance for listed companies
?Derivatives: law and regulation",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Social Sciences
The University of Hong Kong,Data Science,"187,796 CNY / year",1? years,27-Jan,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The M.Sc. in Data Science at The University of Hong Kong is a prestigious programme that prepares students for the demands of a data-driven world. Ranked 11th worldwide in the QS Rankings 2026, HKU is renowned for its academic excellence and vibrant community. The programme is designed to provide students with a robust foundation in data analysis, machine learning, and statistical methods, making them highly competitive in the job market.
Why Data Science at The University of Hong Kong?
HKU is distinguished by its world-class faculty and cutting-edge research opportunities. Students benefit from a dynamic academic environment that encourages intellectual growth and leadership development. The university boasts over 420 partner institutions globally, enhancing the international exposure of its students. Moreover, HKU has been recognised as the 10th most employable university graduates in the world, as per the QS Graduate Employability Rankings 2022, ensuring that graduates are well-prepared for their careers.
Tuition Fee Breakdown
The tuition fees for the M.Sc. in Data Science are as follows:
?International Fee: HKD 324,000 per full programmeNational Fee: HKD 324,000 per full programme

Visit the Fees and Funding section for a breakdown in your local currency.
Syllabus
The curriculum is meticulously structured to cover various aspects of data science, including:
?Data Analysis and VisualisationMachine Learning TechniquesStatistical ModellingBig Data TechnologiesData Ethics and Governance

Each module is designed to provide practical skills and theoretical knowledge, ensuring that students are equipped to tackle real-world challenges in data science.
Careers with Data Science
Graduates of the M.Sc. in Data Science programme find themselves in high demand across various sectors. Alumni have successfully secured positions in renowned companies and organisations, including technology firms, financial institutions, and governmental agencies. Typical job roles include Data Analyst, Data Scientist, Machine Learning Engineer, and Business Intelligence Analyst. The diverse career opportunities available reflect the growing importance of data science in today&rsquo;s economy.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Data Science technology
?Computational intelligence
?Time series forecasting
?Deep learning
?Financial data analysis
?Marketing analytics",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Engineering&Technology
The University of Hong Kong,Space Science,"182,579 CNY / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
China has recently been investing heavily in Space Science, launching 39 satellites in 2018 alone, over twice as many as in 2017 and more than any other country in the world. Given its status as a global metropolis, its strong international links, and its location in the &quot;Greater Bay Area&quot; (GBA), Hong Kong is ideally placed to capitalize on the growth of China in the area of Space Science.

Learning outcomes

The Space Science programme at The University of Hong Kong taps into our strengths in high-energy astrophysics, planetary sciences, statistics, and engineering, while leveraging our strong connections with elite Mainland and global partners. Our MSc will provide a solid foundation to enter this exciting field, with promising employment opportunities both in the public and private sectors, in China and worldwide.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Remote sensing in space scienceRadiation detection and measurementSpace science entrepreneurshipData analysis in space scienceBig data, AI and machine learning in space scienceAdvanced statistical modelling",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,80,6,Art
The University of Hong Kong,Nursing,"19,147 USD / year",3 years,27-Apr,27-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Nursing Programme from The University of Hong Kong provides a comprehensive and holistic nursing education which strives to achieve professional excellence in nursing. Students will develop the capacity to become a transformative nurse, making a positive impact on the outcomes of patients and healthcare systems, with the capacity to become a future leader in the profession.

The curriculum consists of 29 courses (204 credits) including 24 professional core courses and 5 practicum courses, which focuses on quality care, clinical skills, leadership and is designed to be both research-intensive and research-informed.

Upon completion of the programme, graduates are able to:
?implement comprehensive professional knowledge in nursing practice;apply the scientific evidence to advance health education and nursing care across diverse settings;use ethical principles in decision making and apply the relevant legal parameters within their practice;demonstrate cultural competency and nursing leadership to facilitate interprofessional collaborations and to enhance healthcare outcomes;develop transferable skills required for independent reflective learning and research for continuing professional development; anddevelop the ability to evaluate personal scholarship, professional growth and excellence in practice.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Life Sciences for NursingApplied Psychology for Nursing PracticeFundamentals of NursingScience of Therapeutic NursingMicrobiology and Pharmacology for Nursing PracticeHealth Assessment",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,80,6,Medicine&Health
Hong Kong Baptist University,Accountancy,"256,480 CNY / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
The Accountancy programme from Hong Kong Baptist University provides curriculum-related internship to students who will receive concrete training in Accounting industry.

Career Planning and Preparation

The MAcc Programme Office works with the Career Services Section of School of Business in providing with most up-to-date market information to current business students. It also organizes out-of-class career exposure for students and facilitates student&#039;s career growth through industry seminars and networking events.

To cope with the increasing graduate recruitment challenges, professional career development advice (e.g. face-to-face career coaching and business skills enhancement workshops) is offered to full-time business students by the Career Services Section of School of Business.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Advanced Financial Accounting
?Auditing
?Business and Company Law
?Cost and Management Accounting
?Financial Management
?Taxation
?Accounting Theory",Tuition fees are shown in CNY and the most likely applicable fee is shown based on your nationality.,,79,6.5,Business
Hong Kong Baptist University,Corporate Governance and Compliance,"29,963 USD / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
Key Features

The School of Business aims to achieve all that with an expert teaching team and innovative curriculum.

Students will receive an all-rounded education in corporate governance to meet the challenges of an increasingly complex regulatory environment and ever-rising expectation of shareholders and stakeholders.

The Corporate Governance and Compliance program from Hong Kong Baptist University contains 8 core courses and 2 electives. It is available in both full time and part time modes to suit individual study preference. Qualified applicants who are interested in corporate governance of commercial companies and NGO are welcome.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Accounting
?Finance
?Legal studies
?Management
?Business Ethics
?Compliance
?Communications",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,79,6.5,Social Sciences
Hong Kong Baptist University,Data Analytics and Business Economics,"35,485 USD / year",1 year,26-Jun,26-Sep,"Hong Kong, Hong Kong (SAR)",English,"Overview
 
It is a one-year full-time or two-year part-time programme that provides students with solid training in business economic analysis and data analytics. Students who are interested in becoming analytics-enabled professionals and data strategists are welcome to apply.

The Data Analytics and Business Economics program from Hong Kong Baptist University emphasizes on the values of economic principles in the current data science development and the necessary programming skills for solving real business problems.

Career-oriented Curriculum

Training received from the Programme enables graduates to fill the talent gap created by the new challenges presented by the smart city development.
    I want to find another Master Course","Programme Structure
 
Courses include:
?Managerial Economics and Business Strategy
?Big Data Analytics: Concepts and Techniques
?Big Data Analytics: Programming
?Statistics for Data Science
?Artificial Intelligence for Business
?Advanced Econometrics
?Applied Cost-Benefit Analysis",Tuition fees are shown in USD and the most likely applicable fee is shown based on your nationality.,,79,6.5,Engineering&Technology
